"","Point_code","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","Year","Accuracy.m.","UTM.Zone","UTM.Easting","UTM.Northing","TOT","T_DR","TSG","Tt","Sf","Hw","TMA"
"562","WQ_BB38_12",0.05022379,0.060246162,0.018291704,0.004956915,-0.820338845,-0.847954571,0.847954571,-0.860360086,0.464525849,0.432303518,-0.082131602,2024,0.6117926,"17 R",581186,2828525,"16.55","16.55","13.25","13.25","0","0",3.3
"563","WQ_BB38_13",0.050888591,0.05972391,0.018529419,0.004375485,-0.841651738,-0.863478124,0.863478124,-0.92691505,0.488385707,0.434405744,-0.099638529,2024,0.63630295,"17 R",581178,2828529,"10.5","10.5","5.25","4.75","0","0.5",5.25
"564","WQ_BB38_14",0.053152725,0.060505651,0.018767415,0.005072768,-0.825754404,-0.845291555,0.845291555,-0.861653209,0.515919507,0.467016667,-0.095332734,2024,0.64851683,"17 R",581179,2828539,"8","8","1.35","1.35","0","0",6.65
"565","WQ_BB38_15",0.050889686,0.058420856,0.017338591,0.004724324,-0.830103099,-0.850366294,0.850366294,-0.85761106,0.515543044,0.491261333,-0.076424532,2024,0.64962107,"17 R",581186,2828533,"18.2","18.2","11.5","11.5","0","0",6.7
"566","WQ_BB38_16",0.050889686,0.058420856,0.017338591,0.004724324,-0.830103099,-0.850366294,0.850366294,-0.85761106,0.515543044,0.491261333,-0.076424532,2024,0.6589287,"17 R",581186,2828539,"18.3","17.8","14.5","14.5","0","0",3.3
"567","WQ_BB38_17",0.054483641,0.059071563,0.017099643,0.004956412,-0.833229899,-0.845179796,0.845179796,-0.825843394,0.570157588,0.571374953,-0.055889565,2024,0.6133242,"17 R",581178,2828544,"73.4","73.4","68.75","68.75","0","0",4.65
"568","WQ_BB38_18",0.053687964,0.058942977,0.017934475,0.004840686,-0.834587455,-0.848215461,0.848215461,-0.862372935,0.558126569,0.515878618,-0.090557449,2024,0.621765,"17 R",581196,2828548,"13.25","13.25","5.25","5.25","0","0",8
"569","WQ_BB38_19",0.053156268,0.059464995,0.017339289,0.005189628,-0.822108209,-0.839466155,0.839466155,-0.808937788,0.537327409,0.534802616,-0.05873711,2024,0.6287371,"17 R",581192,2828530,"11.3","11.3","5.75","5.25","0","0.5",5.55
"570","WQ_BB38_2",0.050492804,0.056466412,0.015910067,0.004492482,-0.83659333,-0.852606177,0.852606177,-0.839423418,0.549570799,0.556999743,-0.051847998,2024,0.6821415,"17 R",581195,2828506,"9.15","9.15","2.75","2.75","0","0",6.4
"571","WQ_BB38_20",0.051690664,0.057900187,0.01745821,0.005189503,-0.817528546,-0.835488081,0.835488081,-0.812579155,0.542172372,0.500995636,-0.090062894,2024,0.624431,"17 R",581199,2828531,"26.5","26.5","22.25","22.25","0","0",4.25
"572","WQ_BB38_21",0.052225061,0.058813795,0.017101336,0.004027402,-0.856809795,-0.871822894,0.871822894,-0.928162515,0.533199131,0.528952241,-0.060330249,2024,0.6330616,"17 R",581205,2828538,"14.9","14.9","7.75","7.75","0","0",7.15
"573","WQ_BB38_22",0.051690664,0.057900187,0.01745821,0.005189503,-0.817528546,-0.835488081,0.835488081,-0.812579155,0.542172372,0.500995636,-0.090062894,2024,0.64380693,"17 R",581195,2828540,"25.55","25.55","21.5","21.5","0","0",4.05
"574","WQ_BB38_23",0.052890554,0.059465326,0.01817319,0.004259758,-0.850927949,-0.866308272,0.866308272,-0.930334628,0.532309294,0.489601135,-0.090746701,2024,0.6265862,"17 R",581201,2828549,"16.15","16.15","9.5","9.5","0","0",6.65
"575","WQ_BB38_24",0.054223567,0.06050894,0.017578123,0.004260011,-0.854317725,-0.868455172,0.868455172,-0.914783716,0.535798848,0.542977333,-0.050657824,2024,0.6733531,"17 R",581211,2828543,"34.95","34.95","31.25","31.25","0","0",3.7
"576","WQ_BB38_25",0.052358709,0.058944434,0.017935371,0.004143768,-0.853324354,-0.868635714,0.868635714,-0.936966062,0.533025622,0.490765333,-0.090566784,2024,0.6526476,"17 R",581209,2828525,"7.1","7.1","0.35","0.35","0","0",6.75
"577","WQ_BB38_26",0.054779731,0.066253372,0.022587586,0.005078305,-0.83032167,-0.857614338,0.857614338,-0.949324965,0.434437603,0.338641018,-0.13086395,2024,0.6635284,"17 R",581326,2828394,"19.8","19.8","11.75","11.75","0","0",8.05
"578","WQ_BB38_27",0.05518052,0.067555606,0.022826124,0.00565968,-0.813949347,-0.845396221,0.845396221,-0.903947294,0.417783469,0.336942375,-0.118559316,2024,0.6672512,"17 R",581336,2828395,"5.1","5.1","0.6","0.1","0","0.5",4.5
"579","WQ_BB38_28",0.057177171,0.067035727,0.025325414,0.005078686,-0.836844683,-0.859149218,0.859149218,-0.998881459,0.462831259,0.283586591,-0.19710198,2024,0.8234343,"17 R",581346,2828406,"36.15","36.15","30.25","30.25","0","0",5.9
"580","WQ_BB38_29",0.056111488,0.067815572,0.024492025,0.005543333,-0.820181668,-0.848870873,0.848870873,-0.946319222,0.429789424,0.293401957,-0.162729844,2024,0.66927713,"17 R",581335,2828402,"7.9","7.9","0.85","0.35","0","0.5",7.05
"581","WQ_BB38_3",0.052492373,0.05816244,0.018054686,0.005073776,-0.823723614,-0.839529395,0.839529395,-0.841878951,0.55200398,0.487641782,-0.108441375,2024,0.63257825,"17 R",581209,2828511,"36.2","36.2","31.25","31.25","0","0",4.95
"582","WQ_BB38_30",0.058370855,0.06872534,0.024967492,0.004961952,-0.843305469,-0.86532408,0.86532408,-1.002635002,0.452872813,0.316427171,-0.162508368,2024,0.6700334,"17 R",581329,2828402,"10.45","10.45","4","3.75","0","0.25",6.45
"583","WQ_BB38_31",0.056111488,0.067815572,0.024492025,0.005543333,-0.820181668,-0.848870873,0.848870873,-0.946319222,0.429789424,0.293401957,-0.162729844,2024,0.7097825,"17 R",581334,2828407,"10.25","10.25","2.5","2.5","0","0",7.75
"584","WQ_BB38_32",0.058636297,0.068594992,0.024729319,0.005775403,-0.820672214,-0.844685435,0.844685435,-0.932015538,0.459745318,0.329165488,-0.157873869,2024,0.68269855,"17 R",581327,2828415,"5.9","5.9","2.25","2.25","0","0",3.65
"585","WQ_BB38_33",0.055842325,0.068464294,0.024848016,0.005659051,-0.815969944,-0.847307205,0.847307205,-0.943500996,0.413269579,0.276246697,-0.163044676,2024,0.7618686,"17 R",581318,2828407,"7.1","7.1","1.6","1.35","0","0.25",5.5
"586","WQ_BB38_34",0.054779731,0.066253372,0.022587586,0.005078305,-0.83032167,-0.857614338,0.857614338,-0.949324965,0.434437603,0.338641018,-0.13086395,2024,0.76598316,"17 R",581322,2828399,"5.35","5.35","0","0","0","0",5.35
"587","WQ_BB38_35",0.055842325,0.068464294,0.024848016,0.005659051,-0.815969944,-0.847307205,0.847307205,-0.943500996,0.413269579,0.276246697,-0.163044676,2024,0.6563836,"17 R",581311,2828402,"84.75","82.75","82.75","82.75","0","0",0
"588","WQ_BB38_36",0.057970006,0.069634683,0.02449085,0.005426481,-0.828808129,-0.855411768,0.855411768,-0.955852449,0.429812193,0.326028198,-0.136226222,2024,0.8139701,"17 R",581310,2828411,"20.1","20.1","12","12","0","0",8.1
"589","WQ_BB38_37",0.058636297,0.068594992,0.024729319,0.005775403,-0.820672214,-0.844685435,0.844685435,-0.932015538,0.459745318,0.329165488,-0.157873869,2024,0.72056687,"17 R",581326,2828411,"6.35","5.6","0.35","0.1","0","0.25",5.25
"590","WQ_BB38_38",0.051713593,0.06403815,0.023181507,0.005193902,-0.81746155,-0.849956691,0.849956691,-0.950872898,0.418671101,0.258834541,-0.182561129,2024,0.81454116,"17 R",581304,2828403,"7.45","7.45","2.95","2.95","0","0",4.5
"591","WQ_BB38_39",0.055707276,0.06664151,0.023538355,0.004961321,-0.836445153,-0.861421108,0.861421108,-0.977749705,0.444042623,0.320153981,-0.153124437,2024,0.8690854,"17 R",581306,2828420,"5.1","5.1","0.25","0.25","0","0",4.85
"592","WQ_BB38_4",0.050362159,0.059206355,0.0188889,0.004492864,-0.836191356,-0.858935058,0.858935058,-0.923542619,0.488693446,0.407566667,-0.121438362,2024,0.6191904,"17 R",581214,2828520,"7.65","7.65","2.75","2.75","0","0",4.9
"593","WQ_BB38_40",0.054774839,0.062213901,0.023180921,0.005542204,-0.816230893,-0.836407244,0.836407244,-0.921141982,0.511732459,0.316366464,-0.211444408,2024,0.7946481,"17 R",581305,2828435,"6.25","6.25","1.8","1.8","0","0",4.45
"594","WQ_BB38_41",0.053176861,0.062474161,0.021871416,0.005425856,-0.814825773,-0.840180993,0.840180993,-0.903692484,0.476989657,0.33651188,-0.167637035,2024,0.8890586,"17 R",581306,2828445,"13.3","13.3","4.5","4.5","0","0",8.8
"595","WQ_BB38_42",0.057304222,0.067682877,0.025918227,0.005077553,-0.837210357,-0.860430896,0.860430896,-1.008556962,0.453232467,0.266008973,-0.203264758,2024,0.9051527,"17 R",581317,2828434,"96.25","96.25","94.75","94.75","0","0",1.5
"596","WQ_BB38_43",0.060628872,0.074574463,0.026156647,0.005775154,-0.826060116,-0.856249392,0.856249392,-0.957422972,0.390351057,0.314571112,-0.112540953,2024,0.89122456,"17 R",581327,2828433,"10.65","10.65","2.6","2.35","0","0.25",8.05
"597","WQ_BB38_44",0.060630847,0.073276266,0.026395246,0.005194411,-0.842175722,-0.867608845,0.867608845,-1.006698251,0.411986172,0.306834221,-0.1362914,2024,0.7768781,"17 R",581336,2828425,"5.55","5.55","1.6","1.6","0","0",3.95
"598","WQ_BB38_45",0.059169535,0.0680755,0.024253841,0.005078309,-0.841915011,-0.861160755,0.861160755,-0.980606556,0.478149772,0.354829699,-0.152243599,2024,0.86780816,"17 R",581336,2828415,"36","36","34.75","34.75","0","0",1.25
"599","WQ_BB38_47",0.054779731,0.066253372,0.022587586,0.005078305,-0.83032167,-0.857614338,0.857614338,-0.949324965,0.434437603,0.338641018,-0.13086395,2024,0.93190503,"17 R",581325,2828397,"12","12","4.5","4.5","0","0",7.5
"600","WQ_BB38_48",0.058370855,0.06872534,0.024967492,0.004961952,-0.843305469,-0.86532408,0.86532408,-1.002635002,0.452872813,0.316427171,-0.162508368,2024,0.76521176,"17 R",581322,2828410,"13","13","1.25","1.25","0","0",11.75
"601","WQ_BB38_49",0.059566285,0.072885536,0.025918908,0.005310385,-0.836292922,-0.864177465,0.864177465,-0.989865005,0.400849044,0.304701895,-0.129225716,2024,0.6789584,"17 R",581324,2828424,"9","9","5.25","4.25","0","1",3.75
"602","WQ_BB38_5",0.053423028,0.058291931,0.017101243,0.004724827,-0.837489247,-0.850045383,0.850045383,-0.850571096,0.566842318,0.551636338,-0.069239303,2024,0.6200302,"17 R",581199,2828519,"20.65","20.65","18.25","18.25","0","0",2.4
"603","WQ_BB38_50",0.059431855,0.068593837,0.024490658,0.005310133,-0.83596015,-0.85629642,0.85629642,-0.965437055,0.473242491,0.350939512,-0.151280954,2024,0.7452224,"17 R",581315,2828422,"14.75","14.75","11.5","11.25","0","0.25",3.25
"604","WQ_BB38_51",0.056227796,0.062859207,0.018654227,0.00391404,-0.869839668,-0.882766247,0.882766247,-0.979706645,0.525219202,0.528434396,-0.053049024,2024,0.6311919,"17 R",581186,2828264,"93.25","93.25","91.75","91.75","0","0",1.5
"605","WQ_BB38_52",0.05289977,0.061425932,0.019249476,0.002751444,-0.901118279,-0.914255023,0.914255023,-1.124818802,0.492580086,0.440546453,-0.097523317,2024,0.6750087,"17 R",581182,2828277,"10.6","10.6","0.25","0.25","0","0",10.35
"606","WQ_BB38_53",0.054628544,0.06103386,0.019606033,0.003681052,-0.87374115,-0.886237919,0.886237919,-1.025781989,0.53261441,0.457000494,-0.116435856,2024,0.6404787,"17 R",581177,2828288,"22.2","22.2","14.25","14.25","0","0",7.95
"607","WQ_BB38_54",0.05289977,0.061425932,0.019249476,0.002751444,-0.901118279,-0.914255023,0.914255023,-1.124818802,0.492580086,0.440546453,-0.097523317,2024,0.74051684,"17 R",581188,2828279,"15.35","15.35","11.75","11.75","0","0",3.6
"608","WQ_BB38_55",0.054762721,0.061816234,0.019487249,0.00472732,-0.841071904,-0.857918024,0.857918024,-0.914321184,0.519399285,0.464653224,-0.099556707,2024,0.6199614,"17 R",581184,2828291,"32.3","32.3","29.25","29.25","0","0",3.05
"609","WQ_BB38_56",0.055294603,0.061294794,0.019963361,0.004262255,-0.856867671,-0.869968057,0.869968057,-0.972180009,0.539485335,0.453665793,-0.124479845,2024,0.7308487,"17 R",581189,2828307,"11.4","9.9","6.25","6.25","0","0",3.65
"610","WQ_BB38_57",0.055294603,0.061294794,0.019963361,0.004262255,-0.856867671,-0.869968057,0.869968057,-0.972180009,0.539485335,0.453665793,-0.124479845,2024,0.71762884,"17 R",581182,2828308,"29.35","29.35","25.5","25.5","0","0",3.85
"611","WQ_BB38_58",0.055294603,0.061294794,0.019963361,0.004262255,-0.856867671,-0.869968057,0.869968057,-0.972180009,0.539485335,0.453665793,-0.124479845,2024,0.6881752,"17 R",581180,2828310,"24","24","22.75","22.75","0","0",1.25
"612","WQ_BB38_59",0.055294603,0.061294794,0.019963361,0.004262255,-0.856867671,-0.869968057,0.869968057,-0.972180009,0.539485335,0.453665793,-0.124479845,2024,0.6881752,"17 R",581180,2828310,"23.9","23.9","21.75","21.75","0","0",2.15
"613","WQ_BB38_6",0.05022379,0.060246162,0.018291704,0.004956915,-0.820338845,-0.847954571,0.847954571,-0.860360086,0.464525849,0.432303518,-0.082131602,2024,0.62383896,"17 R",581188,2828521,"13.95","13.95","7.75","7.75","0","0",6.2
"614","WQ_BB38_60",0.05422613,0.061162379,0.01889053,0.003331809,-0.884227633,-0.896678805,0.896678805,-1.050208211,0.522633255,0.481415659,-0.088993788,2024,0.6570876,"17 R",581157,2828281,"33.15","33.15","29.75","29.75","0","0",3.4
"615","WQ_BB38_61",0.054361247,0.061163548,0.019605739,0.004959525,-0.8327896,-0.849991083,0.849991083,-0.89432466,0.525098324,0.452108353,-0.114303015,2024,0.83869547,"17 R",581160,2828274,"20.1","20.1","14.5","14.5","0","0",5.6
"616","WQ_BB38_62",0.055160262,0.06116382,0.018653234,0.003913533,-0.867503583,-0.879726708,0.879726708,-0.979739428,0.539684176,0.509311497,-0.080354325,2024,0.664535,"17 R",581160,2828262,"29.75","29.75","26.75","26.75","0","0",3
"617","WQ_BB38_63",0.054361247,0.061163548,0.019605739,0.004959525,-0.8327896,-0.849991083,0.849991083,-0.89432466,0.525098324,0.452108353,-0.114303015,2024,0.6945111,"17 R",581165,2828273,"22.25","22.25","18.25","18.25","0","0",4
"618","WQ_BB38_64",0.055292442,0.061293568,0.019486457,0.004378235,-0.853253365,-0.866663158,0.866663158,-0.949617684,0.539470911,0.474314541,-0.108020119,2024,0.74766594,"17 R",581168,2828282,"13.55","13.55","3.5","3.5","0","0",10.05
"619","WQ_BB38_65",0.054628544,0.06103386,0.019606033,0.003681052,-0.87374115,-0.886237919,0.886237919,-1.025781989,0.53261441,0.457000494,-0.116435856,2024,0.7605552,"17 R",581170,2828281,"95","92.5","87.25","87.25","0","0",5.25
"620","WQ_BB38_66",0.055292442,0.061293568,0.019486457,0.004378235,-0.853253365,-0.866663158,0.866663158,-0.949617684,0.539470911,0.474314541,-0.108020119,2024,0.9099771,"17 R",581166,2828288,"40.35","40.1","34.75","34.75","0","0",5.35
"621","WQ_BB38_67",0.054890752,0.059206869,0.018890131,0.004029018,-0.863237143,-0.872571766,0.872571766,-0.972622037,0.574787557,0.493615717,-0.121474102,2024,0.6574793,"17 R",581157,2828308,"30.35","30.35","25.75","25.75","0","0",4.6
"622","WQ_BB38_68",0.053694252,0.060902111,0.019128803,0.00414551,-0.856655359,-0.872539222,0.872539222,-0.965654194,0.51802206,0.460834056,-0.101801388,2024,0.76851845,"17 R",581165,2828304,"17.95","17.95","13.25","13.25","0","0",4.7
"623","WQ_BB38_69",0.056751501,0.063505486,0.017817505,0.004842289,-0.842766941,-0.858304381,0.858304381,-0.858914375,0.521907389,0.576970577,-0.0115418,2024,0.7300098,"17 R",581142,2828311,"31.8","31.8","29.25","29.25","0","0",2.55
"624","WQ_BB38_7",0.05022379,0.060246162,0.018291704,0.004956915,-0.820338845,-0.847954571,0.847954571,-0.860360086,0.464525849,0.432303518,-0.082131602,2024,0.60271657,"17 R",581182,2828526,"30.05","29.55","21.25","21.25","0","0",8.3
"625","WQ_BB38_70",0.055688098,0.0615521,0.018532543,0.004145129,-0.861443937,-0.873811185,0.873811185,-0.951646268,0.54142344,0.524389207,-0.069601893,2024,0.7086872,"17 R",581142,2828300,"23.3","22.55","18.5","18.5","0","0",4.05
"626","WQ_BB38_71",0.05422613,0.061162379,0.01889053,0.003331809,-0.884227633,-0.896678805,0.896678805,-1.050208211,0.522633255,0.481415659,-0.088993788,2024,0.6884727,"17 R",581151,2828281,"24.75","24.75","20.75","20.75","0","0",4
"627","WQ_BB38_72",0.053161487,0.061162654,0.019724328,0.004494343,-0.844097495,-0.863096297,0.863096297,-0.943279505,0.502799034,0.424631298,-0.118427843,2024,0.7467644,"17 R",581154,2828275,"22.15","22.15","19","19","0","0",3.15
"628","WQ_BB38_73",0.055957545,0.060120672,0.019248392,0.004145884,-0.862041652,-0.870978475,0.870978475,-0.968346357,0.575195253,0.496788919,-0.118963279,2024,0.7322837,"17 R",581157,2828260,"33.55","33.55","31.25","31.25","0","0",2.3
"629","WQ_BB38_74",0.054762535,0.061685901,0.018653734,0.003681303,-0.874022543,-0.88736546,0.88736546,-1.005534291,0.521992207,0.502052128,-0.071873009,2024,0.7794629,"17 R",581172,2828267,"72.9","72.9","62.5","62.5","0","0",10.4
"630","WQ_BB38_75",0.054360341,0.060902387,0.019009912,0.003913156,-0.865696907,-0.879252553,0.879252553,-0.987875342,0.53034544,0.478497446,-0.097547479,2024,0.7123202,"17 R",581163,2828292,"32","32","25.25","25.25","0","0",6.75
"631","WQ_BB38_76",0.04980005,0.056712151,0.016140429,0.004372426,-0.838573873,-0.856840253,0.856840253,-0.860533774,0.530414164,0.530885279,-0.057303265,2024,0.6332683,"17 R",580999,2828406,"20.5","20.5","12.5","12.5","0","0",8
"632","WQ_BB38_77",0.049267896,0.054233819,0.01494917,0.004488793,-0.832995951,-0.847118735,0.847118735,-0.807212472,0.574637234,0.58574307,-0.04972982,2024,0.6012642,"17 R",581006,2828414,"87.75","87.75","85.25","85.25","0","0",2.5
"633","WQ_BB38_78",0.049935061,0.057234809,0.015306748,0.003675104,-0.86289525,-0.879326582,0.879326582,-0.919165611,0.521836758,0.578968763,-0.0119833,2024,0.61713296,"17 R",581011,2828431,"15.25","15.25","9","8.5","0","0.5",6.25
"634","WQ_BB38_79",0.051397901,0.057233013,0.015663223,0.004139571,-0.850926936,-0.865100324,0.865100324,-0.872880816,0.550749302,0.588145077,-0.027705647,2024,0.678378,"17 R",580994,2828432,"14.7","14.7","9.5","9.25","0","0.25",5.2
"635","WQ_BB38_8",0.051422037,0.057507746,0.01721937,0.004608086,-0.835514009,-0.851629257,0.851629257,-0.866657436,0.545328021,0.507571399,-0.087475121,2024,0.6006,"17 R",581178,2828512,"10.8","10.8","2","1.5","0","0.5",8.8
"636","WQ_BB38_80",0.051662832,0.056058176,0.015662724,0.004488037,-0.840143621,-0.851748407,0.851748407,-0.831831217,0.581404269,0.593313634,-0.048424806,2024,0.6634658,"17 R",580987,2828438,"20.6","20.6","16","16","0","0",4.6
"637","WQ_BB38_81",0.050730567,0.056841128,0.014828799,0.003674467,-0.864921808,-0.878561318,0.878561318,-0.904245675,0.546132386,0.621916294,0.002735875,2024,0.6989975,"17 R",580988,2828422,"30.3","30.3","28.5","28.25","0","0.25",1.8
"638","WQ_BB38_82",0.051395267,0.055535715,0.016496452,0.004139189,-0.850932598,-0.861275375,0.861275375,-0.898246646,0.587730229,0.543747604,-0.09313602,2024,0.64988875,"17 R",580977,2828424,"23.6","22.85","16","15.75","0","0.25",6.85
"639","WQ_BB38_83",0.04980005,0.056712151,0.016140429,0.004372426,-0.838573873,-0.856840253,0.856840253,-0.860533774,0.530414164,0.530885279,-0.057303265,2024,0.642705,"17 R",580994,2828401,"5.95","5.95","1.45","1.45","0","0",4.5
"640","WQ_BB38_84",0.049266178,0.054754883,0.014829616,0.003209978,-0.877659559,-0.88924402,0.88924402,-0.96617794,0.562840104,0.592578351,-0.034695253,2024,0.65635437,"17 R",580981,2828390,"23","23","19.5","19.5","0","0",3.5
"641","WQ_BB38_85",0.049262159,0.055796325,0.015304864,0.004371665,-0.836981058,-0.854684711,0.854684711,-0.833470106,0.539581299,0.565506935,-0.03735365,2024,0.64283645,"17 R",580969,2828402,"25","24","23.25","23.25","0","0",0.75
"642","WQ_BB38_86",0.051397111,0.058015089,0.014829117,0.004139689,-0.850920856,-0.866794169,0.866794169,-0.845289946,0.534038424,0.634951353,0.023164278,2024,0.74025476,"17 R",580970,2828388,"98.25","98.25","95.75","95.75","0","0",2.5
"643","WQ_BB38_87",0.047396649,0.055405818,0.014709541,0.004604395,-0.822911441,-0.846546292,0.846546292,-0.784807384,0.509616256,0.560848176,-0.017336037,2024,0.72729206,"17 R",580978,2828407,"70.65","70.65","68.75","68.75","0","0",1.9
"644","WQ_BB38_88",0.052329794,0.056319654,0.01447149,0.003209599,-0.884420812,-0.89216733,0.89216733,-0.955418289,0.588507116,0.673822522,0.010143344,2024,0.8418527,"17 R",580982,2828416,"26.1","26.1","21.5","20","0","1.5",4.6
