"","Point_code","blue","green","red","vnir","NDAVI","ind24","NDWI","WAVI","DII_blue_green","DII_blue_red","DII_green_red","Year","Accuracy.m.","UTM.Zone","UTM.Easting","UTM.Northing","TOT","T_DR","TSG","Tt","Sf","Hw","TMA"
"1026","CS29_7",0.064806402,0.080199338,0.020580251,0.004361088,-0.873897731,-0.896852732,0.896852732,-0.975438535,0.367533535,0.586355805,0.123598009,2025,0.232,"17 R",571404,2802780,"11.4","11.4","11","0","0","11",0.4
"1027","CS29_8",0.063653484,0.079821862,0.020004362,0.005154402,-0.850179911,-0.87868607,0.87868607,-0.885375023,0.355386704,0.592689097,0.138224304,2025,0.249,"17 R",571399,2802796,"4.5","4.5","1.5","0","0","1.5",3
"1028","CS29_9",0.065194435,0.078561068,0.019659458,0.00572138,-0.838643014,-0.864233196,0.864233196,-0.82373625,0.398891687,0.631489813,0.134156913,2025,0.225,"17 R",571390,2802815,"11.9","11.9","11.2","0","0","11.2",0.7
"1049","CS33_1",0.037163224,0.054851592,0.015259578,0.004760148,-0.772911966,-0.840294957,0.840294957,-0.786681414,0.278751254,0.286205888,-0.052410718,2025,0.189,"17 R",570381,2805578,"27.5","27.5","3.5","3.5","0","0",24
"1050","CS33_10",0.039236609,0.061810367,0.018958233,0.005219114,-0.765199423,-0.844274044,0.844274044,-0.852396131,0.186116561,0.154801965,-0.080893345,2025,0.183,"17 R",570294,2805670,"42.5","42.5","16","16","0","0",26.5
"1051","CS33_2",0.036648724,0.053967007,0.014568526,0.006568038,-0.69604212,-0.783000469,0.783000469,-0.567771137,0.284809887,0.311917245,-0.037082285,2025,0.192,"17 R",570371,2805589,"54","54","1","1","0","0",53
"1052","CS33_3",0.035103466,0.052197281,0.015146858,0.00532692,-0.736489296,-0.814793766,0.814793766,-0.719452322,0.282746315,0.23552981,-0.09695816,2025,0.191,"17 R",570360,2805601,"33.4","33.4","8","4","0","4",25.4
"1053","CS33_4",0.036908932,0.049792755,0.014685766,0.004536457,-0.781087458,-0.833001196,0.833001196,-0.791998029,0.390913546,0.312134266,-0.123048633,2025,0.181,"17 R",570351,2805610,"47.1","47.1","12.5","12.5","0","0",34.6
"1054","CS33_5",0.033170685,0.049034704,0.014456774,0.005215439,-0.728264332,-0.807726264,0.807726264,-0.704648793,0.302997977,0.218793675,-0.127678514,2025,0.186,"17 R",570343,2805620,"62.3","62.3","42","40.5","0","1.5",20.3
"1055","CS33_6",0.03304287,0.050428033,0.013765694,0.005216174,-0.727323353,-0.812516868,0.812516868,-0.675606787,0.26467067,0.256843954,-0.066273659,2025,0.181,"17 R",570335,2805631,"8","8","6.5","6.5","0","0",1.5
"1056","CS33_7",0.033172116,0.051693764,0.014342621,0.005216366,-0.728232741,-0.81668061,0.81668061,-0.699902475,0.238079935,0.225619674,-0.069466464,2025,0.182,"17 R",570321,2805639,"100.4","100.4","5","5","0","0",95.4
"1057","CS33_8",0.035624344,0.050302468,0.015381517,0.005330047,-0.739708126,-0.808383763,0.808383763,-0.727960706,0.342960864,0.237105414,-0.144412562,2025,0.183,"17 R",570311,2805647,"17.2","17.2","15","15","0","0",2.2
"1058","CS33_9",0.032787438,0.052328091,0.014805847,0.005782548,-0.700152934,-0.800981402,0.800981402,-0.657406628,0.211413011,0.186758518,-0.078935146,2025,0.172,"17 R",570300,2805656,"66","66","49","49","0","0",17
"1069","CS39_1",0.036093373,0.04832013,0.009397502,0.002914518,-0.850567758,-0.886228621,0.886228621,-0.789835989,0.405498952,0.671765268,0.151208177,2025,0.198,"17 R",568913,2802608,"3.5","3.5","1.5","1","0","0.5",2
"1070","CS39_10",0.033418231,0.045556102,0.010120269,0.003614732,-0.804782987,-0.852972507,0.852972507,-0.710469961,0.400949746,0.531359851,0.04180244,2025,0.22,"17 R",568863,2802704,"48.5","48.5","9.5","9.5","0","0",38
"1071","CS39_2",0.035975121,0.051371541,0.009636969,0.003486197,-0.823310673,-0.872900426,0.872900426,-0.703043699,0.326889604,0.64695406,0.195294023,2025,0.205,"17 R",568906,2802622,"7.7","7.7","7","7","0","0",0.7
"1072","CS39_3",0.034171142,0.049599923,0.009872148,0.003036665,-0.83677268,-0.884617686,0.884617686,-0.794280887,0.318614572,0.574878454,0.143765703,2025,0.211,"17 R",568900,2802633,"33.5","33.5","1.5","1.5","0","0",32
"1073","CS39_4",0.036109906,0.04998054,0.00987239,0.003715544,-0.813408554,-0.861608386,0.861608386,-0.679666877,0.364396751,0.630043209,0.151393428,2025,0.208,"17 R",568898,2802636,"66.5","66.5","0","0","0","0",62.5
"1074","CS39_5",0.034693852,0.047701154,0.009876395,0.003605356,-0.811726868,-0.859458148,0.859458148,-0.697725177,0.381811649,0.58969146,0.104438871,2025,0.217,"17 R",568896,2802649,"14.2","14.2","4","4","0","0",4.7
"1075","CS39_6",0.033923756,0.045928586,0.009880397,0.003721387,-0.802291274,-0.850095093,0.850095093,-0.679213583,0.405946672,0.56689781,0.066294819,2025,0.214,"17 R",568891,2802660,"21.1","21.1","12","12","0","0",8.1
"1076","CS39_7",0.033156198,0.047203071,0.010579775,0.004178178,-0.776175261,-0.837365627,0.837365627,-0.650658965,0.349390894,0.485495329,0.04705229,2025,0.215,"17 R",568887,2802672,"35.1","35.1","28","28","0","0",6.1
"1077","CS39_8",0.035483833,0.048218753,0.010002963,0.004065826,-0.794393897,-0.844473243,0.844473243,-0.63301152,0.391050398,0.601310909,0.106552251,2025,0.207,"17 R",568877,2802683,"33.7","33.7","4","4","0","0",29.7
"1078","CS39_9",0.03445106,0.04618967,0.009888148,0.004292565,-0.778411806,-0.829937577,0.829937577,-0.59188658,0.414398015,0.581651092,0.071428835,2025,0.217,"17 R",568870,2802693,"26.3","26.3","3.2","3.2","0","0",23.1
"1089","CS6_1",0.02812496,0.037422959,0.014634223,0.005684711,-0.663722813,-0.736255229,0.736255229,-0.660677731,0.470420957,0.043346383,-0.406237394,2025,0.143,"17 R",564717,2797755,"86.6","86.6","86.6","86","0.6","0",0
"1090","CS6_10",0.030635208,0.040771175,0.014776077,0.006498862,-0.649978459,-0.725032508,0.725032508,-0.583589137,0.450503409,0.120585069,-0.327121347,2025,0.128,"17 R",564593,2797825,"83.5","83.5","83.5","73.5","0","10",0
"1091","CS6_2",0.02903975,0.039725102,0.014636368,0.00455086,-0.729039788,-0.794432044,0.794432044,-0.788454831,0.428992361,0.075229123,-0.346638381,2025,0.133,"17 R",564706,2797759,"61.6","61.6","61.4","60","1","0.4",0.2
"1092","CS6_3",0.028521856,0.039982818,0.014986695,0.006255656,-0.640247047,-0.729417682,0.729417682,-0.616530478,0.403042883,0.036996048,-0.35629341,2025,0.13,"17 R",564694,2797768,"51.7","51.7","51","43.5","4.8","2.7",0.7
"1093","CS6_4",0.029569725,0.041647445,0.014642826,0.004669343,-0.727250576,-0.79837364,0.79837364,-0.774652779,0.388946414,0.092937082,-0.299682349,2025,0.133,"17 R",564680,2797776,"51","51","51","31.5","3","16.5",0
"1094","CS6_5",0.030484034,0.040500354,0.015109177,0.005579308,-0.690582871,-0.757840753,0.757840753,-0.690954626,0.453754812,0.096564174,-0.348980159,2025,0.13,"17 R",564669,2797787,"74.3","74.3","74.3","40","0.3","34",0
"1095","CS6_6",0.03165831,0.041396461,0.016039636,0.005240335,-0.715960562,-0.775270402,0.775270402,-0.761229992,0.464631677,0.083229847,-0.36782673,2025,0.135,"17 R",564656,2797796,"73.2","73.2","73.2","71.5","0","1.7",0
"1096","CS6_7",0.028537149,0.04267535,0.015345556,0.006490805,-0.629392862,-0.735964477,0.735964477,-0.608257294,0.323410034,0.017285606,-0.307249904,2025,0.133,"17 R",564642,2797804,"87.5","87.5","87.5","82.5","1","4",0
"1097","CS6_8",0.030626202,0.040764567,0.015581879,0.006266976,-0.660263717,-0.73349905,0.73349905,-0.639500558,0.450408816,0.074858733,-0.363474429,2025,0.126,"17 R",564626,2797809,"74.5","74.5","74","64.5","0","9.5",0.5
"1098","CS6_9",0.030759357,0.043830484,0.0145397,0.006155075,-0.666522026,-0.753725886,0.753725886,-0.607734978,0.365543455,0.138427526,-0.243775651,2025,0.126,"17 R",564611,2797818,"30.2","30.2","30","23.5","0","6.5",0.2
"1109","G10_1",0.027244771,0.033840623,0.012665696,0.00884337,-0.509901583,-0.585635304,0.585635304,-0.266561538,0.562402666,0.135157108,-0.408395976,2025,0.433,"17 R",578735,2843844,"69","61","24.5","0","7.5","17",35.5
"1110","G10_10",0.030678034,0.036688507,0.014903978,0.007168259,-0.621190965,-0.673105896,0.673105896,-0.525709212,0.581692398,0.114607789,-0.438507408,2025,0.272,"17 R",578659,2843986,"50.7","50.7","29","0","0","29",21.5
"1111","G10_2",0.027768791,0.032821041,0.012900009,0.00816462,-0.54556942,-0.601586521,0.601586521,-0.337204278,0.619085789,0.138524249,-0.451481849,2025,0.295,"17 R",578727,2843860,"92","92","0","0","0","0",92
"1112","G10_3",0.025953734,0.033848841,0.013600903,0.008735389,-0.496361524,-0.589735985,0.589735985,-0.326744974,0.513557851,0.025658097,-0.456707686,2025,0.277,"17 R",578719,2843879,"97","97","2","0","2","0",95
"1113","G10_4",0.025701648,0.032577436,0.013142673,0.008058968,-0.522581697,-0.603362143,0.603362143,-0.359668285,0.550892353,0.045221016,-0.471633852,2025,0.289,"17 R",578712,2843897,"34.8","34.8","25.2","0","14.2","11",9.6
"1114","G10_5",0.02896291,0.037180677,0.015118647,0.007382293,-0.593768001,-0.66868037,0.66868037,-0.515735447,0.507769406,0.044841021,-0.434928775,2025,0.277,"17 R",578704,2843911,"42","42","34.5","6","3","25.5",7
"1115","G10_6",0.033646248,0.040373448,0.016511835,0.006590189,-0.67242682,-0.719349325,0.719349325,-0.644206285,0.556313872,0.119305544,-0.412625283,2025,0.27,"17 R",578694,2843926,"51","51","36.5","0","0","36.5",13
"1116","G10_7",0.042606041,0.054774053,0.019297743,0.008181565,-0.677812517,-0.740084648,0.740084648,-0.606793523,0.417167753,0.222000793,-0.213845655,2025,0.259,"17 R",578684,2843942,"10.3","10.3","7.7","0","0","7.7",2.6
"1117","G10_8",0.033526629,0.044461574,0.018489001,0.007616328,-0.629762769,-0.707502544,0.707502544,-0.624738753,0.434103757,0.018975379,-0.39325735,2025,0.266,"17 R",578679,2843957,"11","11","3","0","0","3",8
"1118","G10_9",0.030675499,0.037835192,0.016872186,0.007847144,-0.592595756,-0.656447351,0.656447351,-0.547650874,0.543751478,0.008396347,-0.492272496,2025,0.261,"17 R",578672,2843973,"49.5","49.5","32.5","22","0","10.5",16.9
"1139","G17_1",0.022844765,0.026607532,0.01146328,0.008484145,-0.458382398,-0.516458273,0.516458273,-0.224024042,0.682066739,0.04436351,-0.580877721,2025,0.214,"17 R",579098,2842264,"68.5","68.5","45","0","45","0",23.5
"1140","G17_10",0.023065554,0.027576363,0.011056824,0.008981175,-0.439495057,-0.508655369,0.508655369,-0.155378461,0.647690296,0.084870413,-0.520507514,2025,0.144,"17 R",579141,2842440,"83","64","64","0","64","0",0
"1141","G17_2",0.025082607,0.029443614,0.011702897,0.008602632,-0.489234298,-0.547780216,0.547780216,-0.229021221,0.65092963,0.120115623,-0.49369511,2025,0.167,"17 R",579101,2842285,"88.5","76.5","13.5","0","13.5","0",63
"1142","G17_3",0.025747219,0.029836599,0.012757855,0.010769858,-0.410146773,-0.469549477,0.469549477,-0.126743928,0.660771787,0.072419055,-0.539263427,2025,0.168,"17 R",579107,2842305,"70","70","30.5","13.5","17","0",39.5
"1143","G17_4",0.0218261,0.025987716,0.010551096,0.010660594,-0.343694717,-0.418221802,0.418221802,0.007743258,0.665445566,0.069694661,-0.547932625,2025,0.152,"17 R",579114,2842327,"86","76","37","1","36","0",39
"1144","G17_5",0.024456963,0.029723043,0.01102371,0.008502762,-0.484051406,-0.555129766,0.555129766,-0.193656221,0.614050806,0.146011278,-0.443499655,2025,0.153,"17 R",579111,2842346,"86","71.5","52.5","20","14.5","18",19
"1145","G17_6",0.026431195,0.030115996,0.012428039,0.011693816,-0.386554122,-0.440618575,0.440618575,-0.045657128,0.675524592,0.121047616,-0.512090981,2025,0.156,"17 R",579120,2842366,"59.5","53.5","47.5","24","11","12.5",6
"1146","G17_7",0.024607617,0.02858158,0.012783927,0.009650093,-0.436617762,-0.495178103,0.495178103,-0.209536746,0.668363512,0.025401704,-0.583628237,2025,0.151,"17 R",579127,2842385,"72","56","56","0","56","0",0
"1147","G17_8",0.02396247,0.029616935,0.011509427,0.009085715,-0.45015347,-0.530486166,0.530486166,-0.176525518,0.598023891,0.088692881,-0.476464003,2025,0.155,"17 R",579128,2842406,"73","73","62","0","56","6",11
"1148","G17_9",0.022269366,0.027440172,0.009768997,0.007838583,-0.479301453,-0.555620193,0.555620193,-0.164453149,0.618652225,0.15569599,-0.44105655,2025,0.146,"17 R",579138,2842422,"75","75","75","0","75","0",0
"1149","G18_1",0.013655935,0.018570073,0.005401107,0.004207339,-0.528939784,-0.63056916,0.63056916,-0.186362267,0.609922528,0.173702836,-0.427606165,2025,0.172,"17 R",577307,2840593,"100","100","0","0","0","0",100
"1150","G18_10",0.013317901,0.0160251,0.004385259,0.003662679,-0.568603754,-0.627923608,0.627923608,-0.134676784,0.76617074,0.326908946,-0.432991892,2025,0.147,"17 R",577301,2840708,"100","100","3","0","3","0",97
"1151","G18_2",0.01207387,0.016630907,0.005287434,0.004895752,-0.42299813,-0.545145214,0.545145214,-0.057695422,0.622459829,0.068771809,-0.523396969,2025,0.143,"17 R",577307,2840603,"100","100","4","1","3","0",96
"1152","G18_3",0.013666592,0.017023802,0.004822268,0.004440879,-0.509497583,-0.586215258,0.586215258,-0.061759114,0.717647672,0.271474749,-0.437282145,2025,0.153,"17 R",577307,2840614,"100","100","50","0","50","0",50
"1153","G18_4",0.015258491,0.017027978,0.003771226,0.003986014,-0.585750461,-0.62063241,0.62063241,0.041533057,0.827527761,0.59200412,-0.269475907,2025,0.142,"17 R",577301,2840624,"100","100","0","0","0","0",100
"1154","G18_5",0.015528097,0.01755034,0.003774761,0.004102787,-0.582006872,-0.621044397,0.621044397,0.062460843,0.807874024,0.608717263,-0.239899069,2025,0.136,"17 R",577303,2840637,"100","100","0","0","0","0",100
"1155","G18_6",0.013952347,0.015744891,0.005070597,0.004221995,-0.535389543,-0.577100337,0.577100337,-0.136980474,0.834409118,0.249204263,-0.549603403,2025,0.136,"17 R",577305,2840650,"100","100","16","0","16","0",84
"1156","G18_7",0.013952347,0.015744891,0.005070597,0.004221995,-0.535389543,-0.577100337,0.577100337,-0.136980474,0.834409118,0.249204263,-0.549603403,2025,0.136,"17 R",577304,2840660,"100","100","3","0","3","0",97
"1157","G18_8",0.014359577,0.015882907,0.004140391,0.004112568,-0.554727614,-0.588650107,0.588650107,-0.005056961,0.852442503,0.45137915,-0.402742475,2025,0.136,"17 R",577304,2840674,"100","100","0","0","0","0",100
"1158","G18_9",0.014629244,0.016146233,0.004612516,0.004000701,-0.57050854,-0.602847636,0.602847636,-0.10654819,0.85082078,0.377592832,-0.459897667,2025,0.138,"17 R",577302,2840688,"100","100","82","0","82","0",18
"1159","G19_1",0.014276995,0.017220652,0.006713942,0.005239109,-0.463098884,-0.533467054,0.533467054,-0.185078233,0.74720037,0.032011859,-0.651346445,2025,0.418,"17 R",577044,2842029,"100","100","0","0","0","0",100
"1160","G19_10",0.016615957,0.016917074,0.006782561,0.005401074,-0.509373069,-0.515992582,0.515992582,-0.170083061,0.920793176,0.175025553,-0.676062942,2025,0.238,"17 R",577031,2842245,"100","100","0","0","0","0",100
"1161","G19_2",0.014813546,0.017486798,0.006487518,0.005130006,-0.485547423,-0.546354473,0.546354473,-0.175275519,0.765226781,0.098257303,-0.612627327,2025,0.261,"17 R",577041,2842049,"100","100","12","0","12","0",88
"1162","G19_3",0.015228735,0.018147726,0.006967789,0.004456178,-0.547249377,-0.60571605,0.60571605,-0.329781771,0.747232616,0.064793229,-0.624204874,2025,0.23,"17 R",577037,2842085,"100","100","0","0","0","0",100
"1163","G19_4",0.017214283,0.018159095,0.008376561,0.005260197,-0.531895995,-0.550780892,0.550780892,-0.342790127,0.869017541,0.029796466,-0.749083161,2025,0.205,"17 R",577031,2842114,"100","100","0","0","0","0",100
"1164","G19_5",0.016303612,0.017908495,0.008265815,0.005150456,-0.519862115,-0.553279281,0.553279281,-0.348311335,0.831758916,-0.013168842,-0.753908396,2025,0.24,"17 R",577031,2842137,"100","100","0","0","0","0",100
"1165","G19_6",0.017100066,0.016497362,0.008504415,0.005723781,-0.498438537,-0.484834701,0.484834701,-0.293146849,0.980416119,0.010178522,-0.855378628,2025,0.226,"17 R",577027,2842160,"100","100","0","0","0","0",100
"1166","G19_7",0.016194003,0.018312326,0.008163439,0.00493279,-0.533029914,-0.575584829,0.575584829,-0.370028168,0.797582567,-0.009251244,-0.723114908,2025,0.301,"17 R",577025,2842182,"100","100","0","0","0","0",100
"1167","G19_8",0.016597133,0.019350039,0.009101869,0.005278603,-0.517401099,-0.571344376,0.571344376,-0.398797631,0.754367352,-0.077765055,-0.742159665,2025,0.253,"17 R",577029,2842205,"100","100","0","0","0","0",100
"1168","G19_9",0.016606146,0.015749376,0.007942016,0.004941128,-0.541368663,-0.522377253,0.522377253,-0.349397063,1.008183837,0.039408632,-0.855146348,2025,0.23,"17 R",577028,2842225,"100","100","0","0","0","0",100
"1189","G3_1",0.043472815,0.05679439,0.017752029,0.00519566,-0.786487639,-0.832371175,0.832371175,-0.820760369,0.392751455,0.313574255,-0.120721281,2025,0.206,"17 R",579615,2845830,"0","0","0","0","0","0",0
"1190","G3_10",0.037853707,0.049616579,0.016980816,0.004997538,-0.766749442,-0.816987336,0.816987336,-0.817846358,0.420548975,0.213169903,-0.225561306,2025,0.175,"17 R",579576,2845962,"16.1","16.1","5.5","0","0","5.5",10.6
"1191","G3_2",0.044638313,0.058063474,0.016950276,0.004748028,-0.807718992,-0.848816574,0.848816574,-0.843539238,0.392023504,0.379573733,-0.067122646,2025,0.239,"17 R",579614,2845841,"18","18","0","0","0","0",18
"1192","G3_3",0.042581644,0.053639233,0.01545354,0.00554036,-0.769736946,-0.812761128,0.812761128,-0.708289981,0.44234854,0.411502451,-0.083369926,2025,0.156,"17 R",579610,2845855,"31.4","31.4","0.4","0","0","0.4",31
"1193","G3_4",0.040785927,0.052125912,0.017880207,0.005092748,-0.77799058,-0.821989954,0.821989954,-0.834946454,0.43446663,0.243619815,-0.211400256,2025,0.157,"17 R",579607,2845871,"7","7","0","0","0","0",7
"1194","G3_5",0.039243575,0.047697756,0.017652309,0.005320671,-0.761213481,-0.799289763,0.799289763,-0.805183232,0.505124509,0.216046065,-0.291435003,2025,0.154,"17 R",579604,2845884,"44.3","44.3","31.5","0","0","31.5",12.5
"1195","G3_6",0.037317682,0.046816558,0.014775272,0.004873089,-0.768997371,-0.811448157,0.811448157,-0.755954802,0.477742583,0.317949057,-0.188822597,2025,0.169,"17 R",579603,2845900,"59.2","59.2","39","0","0","39",20
"1196","G3_7",0.041443747,0.051629476,0.015123523,0.00453609,-0.802692175,-0.838474333,0.838474333,-0.807805777,0.462238073,0.402886093,-0.106844977,2025,0.177,"17 R",579590,2845914,"48.3","48.3","10","0","0","10",38
"1197","G3_8",0.043120291,0.051251959,0.01720106,0.004537875,-0.809565663,-0.837322474,0.837322474,-0.873767614,0.510922492,0.332408547,-0.201915815,2025,0.172,"17 R",579582,2845929,"39.9","39.9","15.5","0","0","15.5",24.2
"1198","G3_9",0.038361721,0.051256619,0.01651435,0.004541734,-0.788281202,-0.837209046,0.837209046,-0.852909029,0.393877059,0.250333816,-0.174056664,2025,0.167,"17 R",579579,2845944,"30.7","30.7","8.2","0","0","8.2",22.5
"1231","MB6_1",0.04271825,0.062012285,0.027111944,0.008650227,-0.663208783,-0.755167902,0.755167902,-0.774353921,0.267120659,-0.066265553,-0.3214553,2025,0.254,"17 R",558704,2791934,"10.25","10.25","4","4","0","0",6.25
"1232","MB6_10",0.039651629,0.054351043,0.024592334,0.007301862,-0.688974679,-0.763130009,0.763130009,-0.813179553,0.354840606,-0.05730366,-0.386843622,2025,0.201,"17 R",558740,2791837,"56.75","56.75","22.25","22.25","0","0",34.5
"1233","MB6_2",0.04271825,0.062012285,0.027111944,0.008650227,-0.663208783,-0.755167902,0.755167902,-0.774353921,0.267120659,-0.066265553,-0.3214553,2025,0.3,"17 R",558706,2791936,"48.5","48.5","44.25","44.25","0","0",4.25
"1234","MB6_3",0.04093108,0.059879564,0.026197154,0.007527378,-0.689326525,-0.776658654,0.776658654,-0.830394447,0.267434835,-0.079634435,-0.333058506,2025,0.197,"17 R",558709,2791917,"53.75","53.75","9.75","9.75","0","0",44
"1235","MB6_4",0.040289313,0.056989051,0.026310049,0.008088122,-0.665624201,-0.751429856,0.751429856,-0.79460299,0.312492907,-0.099117145,-0.385465503,2025,0.196,"17 R",558713,2791906,"49.5","49.5","0","0","0","0",49.5
"1236","MB6_5",0.04131363,0.057241179,0.025738057,0.007639117,-0.687898338,-0.764516592,0.764516592,-0.813382506,0.332168907,-0.055204336,-0.366069943,2025,0.196,"17 R",558718,2791895,"77.75","77.75","17.5","17.5","0","0",60.25
"1237","MB6_6",0.03670549,0.055229038,0.023902986,0.007975012,-0.643020511,-0.747642398,0.747642398,-0.749481201,0.257922202,-0.110183083,-0.351440489,2025,0.186,"17 R",558722,2791886,"52.79","52.79","0","0","0","0",50.54
"1238","MB6_7",0.038114749,0.055983938,0.025966382,0.007301141,-0.678476393,-0.769261837,0.769261837,-0.841597438,0.278897107,-0.14335224,-0.394298315,2025,0.206,"17 R",558727,2791875,"58.5","58.5","19.5","19.5","0","0",34.75
"1239","MB6_8",0.036064245,0.053845592,0.024704307,0.006625139,-0.689611912,-0.780881166,0.780881166,-0.865599513,0.271503836,-0.156020656,-0.399283171,2025,0.2,"17 R",558731,2791860,"94.25","94.25","46.75","46.75","0","0",47.25
"1240","MB6_9",0.038115006,0.052590072,0.024133099,0.006963862,-0.691036522,-0.766132593,0.766132593,-0.828179181,0.355832368,-0.080698915,-0.406932086,2025,0.201,"17 R",558736,2791849,"53","53","26.75","26.75","0","0",26.25
"1251","NB14_1",0.03086165,0.039525025,0.023370974,0.007949087,-0.590366602,-0.665119112,0.665119112,-0.738594711,0.496052295,-0.264336497,-0.670654118,2025,0.138,"17 R",585002,2855816,"83","83","78","0","78","0",5
"1252","NB14_10",0.033251841,0.040887784,0.02641991,0.009614529,-0.551418543,-0.619244039,0.619244039,-0.69955498,0.528950393,-0.294658542,-0.720333397,2025,0.136,"17 R",584864,2855880,"96","96","96","0","96","0",0
"1253","NB14_2",0.030734366,0.038532045,0.022466455,0.007837418,-0.593619108,-0.6619578,0.6619578,-0.724117219,0.523218274,-0.234697014,-0.669195116,2025,0.138,"17 R",584987,2855820,"75","63","63","0","63","0",0
"1254","NB14_3",0.031868212,0.039152559,0.022692833,0.007726719,-0.609711707,-0.67035675,0.67035675,-0.737984955,0.539794087,-0.207047686,-0.660052955,2025,0.14,"17 R",584974,2855825,"93","93","93","0","93","0",0
"1255","NB14_4",0.031742919,0.03927701,0.023371052,0.007727078,-0.608458161,-0.671216786,0.671216786,-0.754577875,0.531950831,-0.236183971,-0.676951051,2025,0.141,"17 R",584961,2855831,"96","96","96","0","96","0",0
"1256","NB14_5",0.031239228,0.039525002,0.023032207,0.007727128,-0.603394866,-0.672940552,0.672940552,-0.746362627,0.508213341,-0.239683136,-0.660702825,2025,0.141,"17 R",584949,2855842,"87","87","85","0","85","0",2
"1257","NB14_6",0.031112621,0.040144447,0.023709577,0.00772682,-0.602114737,-0.67718339,0.67718339,-0.762623489,0.485023052,-0.268544585,-0.664907873,2025,0.141,"17 R",584937,2855849,"97","97","97","0","97","0",0
"1258","NB14_7",0.032372236,0.040020939,0.024613615,0.008060345,-0.601294518,-0.664720058,0.664720058,-0.759929419,0.528501093,-0.260874599,-0.693494201,2025,0.136,"17 R",584923,2855856,"91","91","91","0","91","0",0
"1259","NB14_8",0.032370843,0.040763818,0.026419872,0.008948193,-0.566873074,-0.639998734,0.639998734,-0.740993857,0.505833566,-0.321509331,-0.723368883,2025,0.136,"17 R",584889,2855865,"71.5","71.5","27.5","0","25","2.5",44
"1260","NB14_9",0.033378355,0.040888254,0.02585564,0.009503786,-0.556748509,-0.622806072,0.622806072,-0.693670213,0.532733798,-0.272389084,-0.705607355,2025,0.136,"17 R",584877,2855872,"92","92","91","0","91","0",1
"1269","NB16_1",0.066838428,0.073980376,0.034807824,0.009093292,-0.760487676,-0.781078815,0.781078815,-0.878606319,0.497696847,0.167596295,-0.315291196,2025,0.163,"17 R",583611,2848842,"64","64","0","0","0","0",64
"1270","NB16_10",0.057847016,0.06548427,0.025564702,0.009113271,-0.727800727,-0.755668342,0.755668342,-0.711608708,0.503282547,0.287187397,-0.226927385,2025,0.163,"17 R",583520,2848925,"96","96","2","2","0","0",94
"1271","NB16_13",0.058108393,0.063985415,0.024197182,0.008219652,-0.752151549,-0.7723248,0.7723248,-0.739316344,0.536273956,0.33873418,-0.21261172,2025,0.165,"17 R",583499,2848946,"93.5","93.5","0","0","0","0",93.5
"1272","NB16_16",0.056090716,0.057100844,0.021922275,0.009129302,-0.720046043,-0.724315822,0.724315822,-0.617986679,0.640966296,0.387871504,-0.25915426,2025,0.159,"17 R",583459,2848996,"94.5","94.5","2.5","2.5","0","0",92
"1273","NB16_19",0.051263921,0.053217318,0.020327486,0.007002079,-0.759651303,-0.76744771,0.76744771,-0.731373191,0.637626588,0.362512231,-0.278110534,2025,0.156,"17 R",583449,2849022,"29","29","0","0","0","0",29
"1274","NB16_4",0.061004445,0.071482226,0.028522816,0.008986763,-0.743203104,-0.776640356,0.776640356,-0.781242549,0.448621243,0.246649742,-0.213915154,2025,0.163,"17 R",583579,2848868,"97","97","97","0","97","0",0
"1275","NB16_7",0.060125049,0.068984769,0.027387049,0.007309204,-0.783219814,-0.808393657,0.808393657,-0.868012071,0.477847874,0.266896605,-0.221783146,2025,0.166,"17 R",583548,2848894,"98","98","98","0","98","0",0
"1276","NB23_1",0.037028987,0.042319328,0.017227719,0.008421485,-0.629421413,-0.668058693,0.668058693,-0.515000403,0.59420979,0.178790912,-0.394481242,2025,0.186,"17 R",584623,2858098,"32","32","2","0","0","2",29
"1277","NB23_10",0.033520084,0.043065429,0.017231856,0.006650447,-0.668889284,-0.73246187,0.73246187,-0.664597273,0.473155141,0.079029217,-0.377168238,2025,0.158,"17 R",584533,2858183,"0","0","0","","","",0
"1278","NB23_2",0.036653198,0.042690825,0.017341007,0.008532729,-0.622328043,-0.666843534,0.666843534,-0.510649741,0.573258042,0.162982553,-0.390208423,2025,0.16,"17 R",584615,2858107,"0","0","0","","","",0
"1279","NB23_3",0.036402829,0.043062288,0.017341465,0.007867746,-0.644560933,-0.691037059,0.691037059,-0.563705802,0.555746555,0.156105742,-0.381562799,2025,0.152,"17 R",584605,2858116,"32","32","1","0","0","1",31
"1280","NB23_4",0.034018744,0.041702222,0.017454755,0.007091857,-0.654986501,-0.709314883,0.709314883,-0.633258343,0.527490199,0.082799472,-0.418094188,2025,0.155,"17 R",584593,2858125,"0","0","0","","","",0
"1281","NB23_5",0.03226129,0.042815849,0.017229557,0.006870427,-0.648856342,-0.72344768,0.72344768,-0.644759595,0.442028135,0.040866621,-0.382889509,2025,0.153,"17 R",584581,2858134,"32","32","0","0","0","0",32
"1282","NB23_6",0.035400692,0.043063633,0.017342843,0.007092577,-0.666178763,-0.71718049,0.71718049,-0.62922585,0.52779305,0.128122628,-0.381585747,2025,0.133,"17 R",584572,2858143,"0","0","0","","","",0
